,event_no,category,element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,ANIMAL,snake,nake,sake,snke,snae,snak,ssnake,snnake,snaake,snakke,snakee,s nake,sn ake,sna ke,snak e,nsake,sanke,snkae,snaek,swnake,wsnake,sanake,asnake,sznake,zsnake,sxnake,xsnake,sdnake,dsnake,senake,esnake,snbake,sbnake,snhake,shnake,snjake,sjnake,snmake,smnake,snaqke,snqake,snawke,snwake,snaske,snsake,snazke,snzake,snakme,snamke,snakje,snajke,snakie,snaike,snakoe,snaoke,snakle,snalke,snakew,snakwe,snakes,snakse,snaked,snakde,snaker,snakre,sna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,27,OBJECT,sock,ock,sck,sok,soc,ssock,soock,socck,sockk,s ock,so ck,soc k,osck,scok,sokc,swock,wsock,saock,asock,szock,zsock,sxock,xsock,sdock,dsock,seock,esock,soick,siock,sokck,skock,solck,slock,sopck,spock,socxk,soxck,socdk,sodck,socfk,sofck,socvk,sovck,sockm,socmk,sockj,socjk,socki,socik,socko,socok,sockl,soclk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,ANIMAL,spider,pider,sider,spder,spier,spidr,spide,sspider,sppider,spiider,spidder,spideer,spiderr,s pider,sp ider,spi der,spid er,spide r,psider,sipder,spdier,spiedr,spidre,swpider,wspider,sapider,aspider,szpider,zspider,sxpider,xspider,sdpider,dspider,sepider,espider,spoider,sopider,splider,slpider,spiuder,spuider,spijder,spjider,spikder,spkider,spioder,spieder,spidser,spisder,spidxer,spixder,spidcer,spicder,spidfer,spifder,spidrer,spirder,spidewr,spidwer,spidesr,spidedr,spidere,spiderd,spiderf,spidefr,spidert,spidetr,spid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,9,OBJECT,spoon,poon,soon,spon,spoo,sspoon,sppoon,spooon,spoonn,s poon,sp oon,spo on,spoo n,psoon,sopon,spono,swpoon,wspoon,sapoon,aspoon,szpoon,zspoon,sxpoon,xspoon,sdpoon,dspoon,sepoon,espoon,sopoon,sploon,slpoon,spoion,spioon,spokon,spkoon,spolon,spopon,spooin,spookn,spooln,spoopn,spoonb,spoobn,spoonh,spoohn,spoonj,spoojn,spoonm,spoomn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,ANIMAL,squirrel,quirrel,suirrel,sqirrel,squrrel,squirel,squirrl,squirre,ssquirrel,sqquirrel,squuirrel,squiirrel,squirrrel,squirreel,squirrell,s quirrel,sq uirrel,squ irrel,squi rrel,squir rel,squirr el,squirre l,qsuirrel,suqirrel,sqiurrel,squrirel,squirerl,squirrle,swquirrel,wsquirrel,saquirrel,asquirrel,szquirrel,zsquirrel,sxquirrel,xsquirrel,sdquirrel,dsquirrel,sequirrel,esquirrel,sqauirrel,sqwuirrel,squyirrel,sqyuirrel,squhirrel,sqhuirrel,squjirrel,sqjuirrel,sqiuirrel,squiurrel,squijrrel,squikrrel,squkirrel,squiorrel,squoirrel,squirerel,squierrel,squirdrel,squidrrel,squirfrel,squifrrel,squirtrel,squitrrel,squirrdel,squirrfel,squirrtel,squirrewl,squirrwel,squirresl,squirrsel,squirredl,squirrerl,squirrelk,squirrekl,squirrelo,squirreol,squirrelp,squirrepl,squi,squir,squirr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,19,LOCATION,stadium,tadium,sadium,stdium,staium,stadum,stadim,stadiu,sstadium,sttadium,staadium,staddium,stadiium,stadiuum,stadiumm,s tadium,st adium,sta dium,stad ium,stadi um,stadiu m,tsadium,satdium,stdaium,staidum,staduim,stadimu,swtadium,wstadium,satadium,astadium,sztadium,zstadium,sxtadium,xstadium,sdtadium,dstadium,setadium,estadium,stradium,srtadium,stfadium,sftadium,stgadium,sgtadium,styadium,sytadium,staqdium,stqadium,stawdium,stwadium,stasdium,stsadium,stazdium,stzadium,stadeium,staedium,stadsium,stadxium,staxdium,stadcium,stacdium,stadfium,stafdium,stadrium,stardium,staduium,stadijum,stadjium,stadikum,stadkium,stadioum,stadoium,stadiuym,stadiyum,stadiuhm,stadihum,stadiujm,stadiuim,stadiumn,stadiunm,stadiumj,stadiumk,stadiukm,stad,stadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,16,OBJECT,statue,tatue,satue,sttue,staue,state,statu,sstatue,sttatue,staatue,stattue,statuue,statuee,s tatue,st atue,sta tue,stat ue,statu e,tsatue,sattue,sttaue,staute,stateu,swtatue,wstatue,satatue,astatue,sztatue,zstatue,sxtatue,xstatue,sdtatue,dstatue,setatue,estatue,stratue,srtatue,stfatue,sftatue,stgatue,sgtatue,styatue,sytatue,staqtue,stqatue,stawtue,stwatue,stastue,stsatue,staztue,stzatue,statrue,startue,statfue,staftue,statgue,stagtue,statyue,staytue,statuye,statuhe,stathue,statuje,statjue,statuie,statiue,statuew,statuwe,statues,statuse,statued,statude,statuer,stature,stat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,39,LOCATION,supermarket,upermarket,spermarket,suermarket,suprmarket,supemarket,superarket,supermrket,supermaket,supermaret,supermarkt,supermarke,ssupermarket,suupermarket,suppermarket,supeermarket,superrmarket,supermmarket,supermaarket,supermarrket,supermarkket,supermarkeet,supermarkett,s upermarket,su permarket,sup ermarket,supe rmarket,super market,superm arket,superma rket,supermar ket,supermark et,supermarke t,uspermarket,spuermarket,sueprmarket,supremarket,supemrarket,superamrket,supermraket,supermakret,supermarekt,supermarkte,swupermarket,wsupermarket,saupermarket,asupermarket,szupermarket,zsupermarket,sxupermarket,xsupermarket,sdupermarket,dsupermarket,seupermarket,esupermarket,suypermarket,syupermarket,suhpermarket,shupermarket,sujpermarket,sjupermarket,suipermarket,siupermarket,supoermarket,suopermarket,suplermarket,sulpermarket,supewrmarket,supwermarket,supesrmarket,supsermarket,supedrmarket,supdermarket,suprermarket,superemarket,superdmarket,superfmarket,supefrmarket,supertmarket,supetrmarket,supermnarket,supernmarket,supermjarket,superjmarket,supermkarket,superkmarket,supermaqrket,supermqarket,supermawrket,supermwarket,supermasrket,supermsarket,supermazrket,supermzarket,supermareket,supermaerket,supermardket,supermadrket,supermarfket,supermafrket,supermartket,supermatrket,supermarkmet,supermarmket,supermarkjet,supermarjket,supermarkiet,supermariket,supermarkoet,supermaroket,supermarklet,supermarlket,supermarkewt,supermarkwet,supermarkest,supermarkset,supermarkedt,supermarkdet,supermarkert,supermarkret,supermarketr,supermarketf,supermarkeft,supermarketg,supermarkegt,supermarkety,supermarkeyt,supe,super,superm,superma,supermar,supermark,,super m,super ma,super mar,super mark,super marke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,42,LOCATION,swimming pool,wimming pool,simming pool,swmming pool,swiming pool,swimmng pool,swimmig pool,swimmin pool,swimmingpool,swimming ool,swimming pol,swimming poo,sswimming pool,swwimming pool,swiimming pool,swimmming pool,swimmiing pool,swimminng pool,swimmingg pool,swimming  pool,swimming ppool,swimming poool,swimming pooll,s wimming pool,sw imming pool,swi mming pool,swim ming pool,swimm ing pool,swimmi ng pool,swimmin g pool,swimming p ool,swimming po ol,swimming poo l,wsimming pool,siwmming pool,swmiming pool,swimimng pool,swimmnig pool,swimmign pool,swimmin gpool,swimmingp ool,swimming opol,swimming polo,wswimming pool,sawimming pool,aswimming pool,szwimming pool,zswimming pool,sxwimming pool,xswimming pool,sdwimming pool,dswimming pool,sewimming pool,eswimming pool,swqimming pool,sqwimming pool,swaimming pool,swsimming pool,sweimming pool,swiumming pool,swuimming pool,swijmming pool,swjimming pool,swikmming pool,swkimming pool,swiomming pool,swoimming pool,swimnming pool,swinmming pool,swimjming pool,swimkming pool,swimmning pool,swimmjing pool,swimmking pool,swimmiung pool,swimmuing pool,swimmijng pool,swimmikng pool,swimmiong pool,swimmoing pool,swimminbg pool,swimmibng pool,swimminhg pool,swimmihng pool,swimminjg pool,swimminmg pool,swimmimng pool,swimmingf pool,swimminfg pool,swimmingt pool,swimmintg pool,swimmingy pool,swimminyg pool,swimmingh pool,swimmingb pool,swimmingv pool,swimminvg pool,swimming opool,swimming plool,swimming lpool,swimming poiol,swimming piool,swimming pokol,swimming pkool,swimming polol,swimming popol,swimming pooil,swimming pookl,swimming poopl,swimming poolk,swimming poolo,swimming poolp,swim,swimm,swimmi,swimmin,swimming,swimming p,swimming po,,swimmingp,swimmingpo,swimmingpoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,53,OBJECT,television,elevision,tlevision,teevision,telvision,teleision,televsion,televiion,televison,televisin,televisio,ttelevision,teelevision,tellevision,teleevision,televvision,televiision,televission,televisiion,televisioon,televisionn,t elevision,te levision,tel evision,tele vision,telev ision,televi sion,televis ion,televisi on,televisio n,etlevision,tleevision,teelvision,telveision,teleivsion,televsiion,televiison,televisoin,televisino,trelevision,rtelevision,tfelevision,ftelevision,tgelevision,gtelevision,tyelevision,ytelevision,tewlevision,twelevision,teslevision,tselevision,tedlevision,tdelevision,terlevision,telkevision,teklevision,teloevision,teolevision,telpevision,teplevision,telewvision,telwevision,telesvision,telsevision,teledvision,teldevision,telervision,telrevision,televcision,telecvision,televfision,telefvision,televgision,telegvision,televbision,telebvision,televiusion,televuision,televijsion,televjision,televiksion,televkision,televiosion,televoision,televiswion,televiwsion,televisaion,televiasion,televiszion,televizsion,televisxion,televixsion,televisdion,televidsion,televiseion,televiesion,televisiuon,televisuion,televisijon,televisjion,televisikon,televiskion,televisoion,televisioin,televisiokn,televisioln,televisilon,televisiopn,televisipon,televisionb,televisiobn,televisionh,televisiohn,televisionj,televisiojn,televisionm,televisiomn,tele,telev,televi,televis,televisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1,LOCATION,theatre,heatre,teatre,thatre,thetre,theare,theate,theatr,ttheatre,thheatre,theeatre,theaatre,theattre,theatrre,theatree,t heatre,th eatre,the atre,thea tre,theat re,theatr e,hteatre,tehatre,thaetre,thetare,thearte,theater,trheatre,rtheatre,tfheatre,ftheatre,tgheatre,gtheatre,tyheatre,ytheatre,thgeatre,thbeatre,tbheatre,thneatre,tnheatre,thjeatre,tjheatre,thueatre,tuheatre,thyeatre,thewatre,thweatre,thesatre,thseatre,thedatre,thdeatre,theratre,threatre,theaqtre,theqatre,theawtre,theastre,theaztre,thezatre,theartre,theatfre,theaftre,theatgre,theagtre,theatyre,theaytre,theatere,theatrde,theatdre,theatrfe,theatrte,theatrew,theatrwe,theatres,theatrse,theatred,theatrer,thea,theat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,ANIMAL,tiger,iger,tger,tier,tigr,tige,ttiger,tiiger,tigger,tigeer,tigerr,t iger,ti ger,tig er,tige r,itger,tgier,tiegr,tigre,triger,rtiger,tfiger,ftiger,tgiger,gtiger,tyiger,ytiger,tiuger,tuiger,tijger,tjiger,tikger,tkiger,tioger,toiger,tigfer,tifger,tigter,titger,tigyer,tiyger,tigher,tihger,tigber,tibger,tigver,tivger,tigewr,tigwer,tigesr,tigser,tigedr,tigder,tigrer,tigere,tigerd,tigerf,tigefr,tigert,tigetr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,46,OBJECT,toothbrush,oothbrush,tothbrush,toohbrush,tootbrush,toothrush,toothbush,toothbrsh,toothbruh,toothbrus,ttoothbrush,tooothbrush,tootthbrush,toothhbrush,toothbbrush,toothbrrush,toothbruush,toothbrussh,toothbrushh,t oothbrush,to othbrush,too thbrush,toot hbrush,tooth brush,toothb rush,toothbr ush,toothbru sh,toothbrus h,otothbrush,totohbrush,toohtbrush,tootbhrush,toothrbush,toothbursh,toothbrsuh,toothbruhs,troothbrush,rtoothbrush,tfoothbrush,ftoothbrush,tgoothbrush,gtoothbrush,tyoothbrush,ytoothbrush,toiothbrush,tioothbrush,tokothbrush,tkoothbrush,tolothbrush,tloothbrush,topothbrush,tpoothbrush,tooithbrush,tookthbrush,toolthbrush,toopthbrush,tootrhbrush,toorthbrush,tootfhbrush,toofthbrush,tootghbrush,toogthbrush,tootyhbrush,tooythbrush,toothgbrush,tootbhbrush,toothnbrush,tootnhbrush,toothjbrush,tootjhbrush,toothubrush,tootuhbrush,toothybrush,toothbvrush,toothvbrush,toothbgrush,toothbhrush,toothbnrush,toothbreush,toothberush,toothbrdush,toothbdrush,toothbrfush,toothbfrush,toothbrtush,toothbtrush,toothbruysh,toothbryush,toothbruhsh,toothbrhush,toothbrujsh,toothbrjush,toothbruish,toothbriush,toothbruswh,toothbruwsh,toothbrusah,toothbruash,toothbruszh,toothbruzsh,toothbrusxh,toothbruxsh,toothbrusdh,toothbrudsh,toothbruseh,toothbruesh,toothbrushg,toothbrusgh,toothbrushb,toothbrusbh,toothbrushn,toothbrusnh,toothbrushj,toothbrusjh,toothbrushu,toothbrusuh,toothbrushy,toothbrusyh,toot,tooth,toothb,toothbr,toothbru,,tooth b,tooth br,tooth bru,tooth brus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,56,OBJECT,torch,orch,trch,toch,torh,torc,ttorch,toorch,torrch,torcch,torchh,t orch,to rch,tor ch,torc h,otrch,troch,tocrh,torhc,trorch,rtorch,tforch,ftorch,tgorch,gtorch,tyorch,ytorch,toirch,tiorch,tokrch,tkorch,tolrch,tlorch,toprch,tporch,torech,toerch,tordch,todrch,torfch,tofrch,tortch,totrch,torcxh,torxch,torcdh,torcfh,torcvh,torvch,torchg,torcgh,torchb,torcbh,torchn,torcnh,torchj,torcjh,torchu,torcuh,torchy,torcyh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,ANIMAL,tortoise,ortoise,trtoise,totoise,toroise,tortise,tortose,tortoie,tortois,ttortoise,toortoise,torrtoise,torttoise,tortooise,tortoiise,tortoisse,tortoisee,t ortoise,to rtoise,tor toise,tort oise,torto ise,tortoi se,tortois e,otrtoise,trotoise,totroise,torotise,tortiose,tortosie,tortoies,trortoise,rtortoise,tfortoise,ftortoise,tgortoise,gtortoise,tyortoise,ytortoise,toirtoise,tiortoise,tokrtoise,tkortoise,tolrtoise,tlortoise,toprtoise,tportoise,toretoise,toertoise,tordtoise,todrtoise,torftoise,tofrtoise,totrtoise,tortroise,tortfoise,tortgoise,torgtoise,tortyoise,torytoise,tortioise,tortokise,tortkoise,tortolise,tortloise,tortopise,tortpoise,tortoiuse,tortouise,tortoijse,tortojise,tortoikse,tortoiose,tortoiswe,tortoiwse,tortoisae,tortoiase,tortoisze,tortoizse,tortoisxe,tortoixse,tortoisde,tortoidse,tortoiese,tortoisew,tortoises,tortoised,tortoiser,tortoisre,tort,torto,tortoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,7,LOCATION,treehouse,reehouse,teehouse,trehouse,treeouse,treehuse,treehose,treehoue,treehous,ttreehouse,trreehouse,treeehouse,treehhouse,treehoouse,treehouuse,treehousse,treehousee,t reehouse,tr eehouse,tre ehouse,tree house,treeh ouse,treeho use,treehou se,treehous e,rteehouse,terehouse,treheouse,treeohuse,treehuose,treehosue,treehoues,rtreehouse,tfreehouse,ftreehouse,tgreehouse,gtreehouse,tyreehouse,ytreehouse,tereehouse,trdeehouse,tdreehouse,trfeehouse,trteehouse,trewehouse,trweehouse,tresehouse,trseehouse,tredehouse,trerehouse,treewhouse,treeshouse,treedhouse,treerhouse,treehgouse,treeghouse,treehbouse,treebhouse,treehnouse,treenhouse,treehjouse,treejhouse,treehuouse,treeuhouse,treehyouse,treeyhouse,treehoiuse,treehiouse,treehokuse,treehkouse,treeholuse,treehlouse,treehopuse,treehpouse,treehouyse,treehoyuse,treehouhse,treehohuse,treehoujse,treehojuse,treehouise,treehouswe,treehouwse,treehousae,treehouase,treehousze,treehouzse,treehousxe,treehouxse,treehousde,treehoudse,treehouese,treehousew,treehouses,treehoused,treehouser,treehousre,tree,treeh,treeho,treehou,,tree h,tree ho,tree hou,tree hous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,18,OBJECT,trophy,rophy,tophy,trphy,trohy,tropy,troph,ttrophy,trrophy,troophy,tropphy,trophhy,trophyy,t rophy,tr ophy,tro phy,trop hy,troph y,rtophy,torphy,trpohy,trohpy,tropyh,rtrophy,tfrophy,ftrophy,tgrophy,gtrophy,tyrophy,ytrophy,treophy,terophy,trdophy,tdrophy,trfophy,trtophy,troiphy,triophy,trokphy,trkophy,trolphy,trlophy,trpophy,tropohy,troplhy,trophgy,tropghy,trophby,tropbhy,trophny,tropnhy,trophjy,tropjhy,trophuy,tropuhy,tropyhy,trophyt,trophty,trophyg,trophyh,trophyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,31,OBJECT,umbrella,mbrella,ubrella,umrella,umbella,umbrlla,umbrela,umbrell,uumbrella,ummbrella,umbbrella,umbrrella,umbreella,umbrellla,umbrellaa,u mbrella,um brella,umb rella,umbr ella,umbre lla,umbrel la,umbrell a,mubrella,ubmrella,umrbella,umberlla,umbrlela,umbrelal,uymbrella,yumbrella,uhmbrella,humbrella,ujmbrella,jumbrella,uimbrella,iumbrella,umnbrella,unmbrella,umjbrella,umkbrella,ukmbrella,umbvrella,umvbrella,umbgrella,umgbrella,umbhrella,umhbrella,umbnrella,umberella,umbrdella,umbdrella,umbrfella,umbfrella,umbrtella,umbtrella,umbrewlla,umbrwella,umbreslla,umbrsella,umbredlla,umbrerlla,umbrelkla,umbreklla,umbrelola,umbreolla,umbrelpla,umbreplla,umbrellka,umbrelloa,umbrellpa,umbrellaq,umbrellqa,umbrellaw,umbrellwa,umbrellas,umbrellsa,umbrellaz,umbrellza,umb,umbr,umbre,umbrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,18,LOCATION,university,niversity,uiversity,unversity,uniersity,univrsity,univesity,univerity,universty,universiy,universit,uuniversity,unniversity,uniiversity,univversity,univeersity,univerrsity,universsity,universiity,universitty,universityy,u niversity,un iversity,uni versity,univ ersity,unive rsity,univer sity,univers ity,universi ty,universit y,nuiversity,uinversity,unviersity,unievrsity,univresity,univesrity,univeristy,universtiy,universiyt,uyniversity,yuniversity,uhniversity,huniversity,ujniversity,juniversity,uiniversity,iuniversity,unbiversity,ubniversity,unhiversity,unjiversity,unmiversity,umniversity,uniuversity,unuiversity,unijversity,unikversity,unkiversity,unioversity,unoiversity,univcersity,unicversity,univfersity,unifversity,univgersity,unigversity,univbersity,unibversity,univewrsity,univwersity,univesrsity,univsersity,univedrsity,univdersity,univrersity,univeresity,univerdsity,univerfsity,univefrsity,univertsity,univetrsity,universwity,univerwsity,universaity,univerasity,universzity,univerzsity,universxity,univerxsity,universdity,universeity,universiuty,universuity,universijty,universjity,universikty,universkity,universioty,universoity,universitry,universirty,universitfy,universifty,universitgy,universigty,universiyty,universityt,universityg,universityh,universithy,universityu,universituy,uni,univ,unive,univer,univers,universi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,24,OBJECT,vase,ase,vse,vae,vas,vvase,vaase,vasse,vasee,v ase,va se,vas e,avse,vsae,vaes,vcase,cvase,vfase,fvase,vgase,gvase,vbase,bvase,vaqse,vqase,vawse,vwase,vsase,vazse,vzase,vaswe,vasae,vasze,vasxe,vaxse,vasde,vadse,vaese,vasew,vases,vased,vaser,vasre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,51,LOCATION,vineyard,ineyard,vneyard,vieyard,vinyard,vineard,vineyrd,vineyad,vineyar,vvineyard,viineyard,vinneyard,vineeyard,vineyyard,vineyaard,vineyarrd,vineyardd,v ineyard,vi neyard,vin eyard,vine yard,viney ard,vineya rd,vineyar d,ivneyard,vnieyard,vienyard,vinyeard,vineayrd,vineyrad,vineyadr,vcineyard,cvineyard,vfineyard,fvineyard,vgineyard,gvineyard,vbineyard,bvineyard,viuneyard,vuineyard,vijneyard,vjineyard,vikneyard,vkineyard,vioneyard,voineyard,vinbeyard,vibneyard,vinheyard,vihneyard,vinjeyard,vinmeyard,vimneyard,vinewyard,vinweyard,vinesyard,vinseyard,vinedyard,vindeyard,vineryard,vinreyard,vineytard,vinetyard,vineygard,vinegyard,vineyhard,vinehyard,vineyuard,vineuyard,vineyaqrd,vineyqard,vineyawrd,vineyward,vineyasrd,vineysard,vineyazrd,vineyzard,vineyared,vineyaerd,vineyadrd,vineyarfd,vineyafrd,vineyartd,vineyatrd,vineyarde,vineyards,vineyarsd,vineyardx,vineyarxd,vineyardc,vineyarcd,vineyardf,vineyardr,vine,viney,vineya,,vine y,vine ya,vine yar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,20,OBJECT,violin,iolin,volin,vilin,vioin,violn,violi,vviolin,viiolin,vioolin,viollin,violiin,violinn,v iolin,vi olin,vio lin,viol in,violi n,ivolin,voilin,viloin,vioiln,violni,vciolin,cviolin,vfiolin,fviolin,vgiolin,gviolin,vbiolin,bviolin,viuolin,vuiolin,vijolin,vjiolin,vikolin,vkiolin,voiolin,vioilin,vioklin,vilolin,vioplin,vipolin,violkin,violoin,violpin,violiun,violuin,violijn,violjin,violikn,violion,violinb,violibn,violinh,violihn,violinj,violinm,violimn,viol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,23,OBJECT,wallet,allet,wllet,walet,wallt,walle,wwallet,waallet,walllet,walleet,wallett,w allet,wa llet,wal let,wall et,walle t,awllet,wlalet,walelt,wallte,wqallet,qwallet,awallet,wsallet,swallet,weallet,ewallet,waqllet,wawllet,wasllet,wazllet,wzallet,walklet,wakllet,walolet,waollet,walplet,wapllet,wallket,walloet,wallpet,wallewt,wallwet,wallest,wallset,walledt,walldet,wallert,wallret,walletr,walletf,walleft,walletg,wallegt,wallety,walleyt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,8,LOCATION,waterfall,aterfall,wterfall,waerfall,watrfall,watefall,waterall,waterfll,waterfal,wwaterfall,waaterfall,watterfall,wateerfall,waterrfall,waterffall,waterfaall,waterfalll,w aterfall,wa terfall,wat erfall,wate rfall,water fall,waterf all,waterfa ll,waterfal l,awterfall,wtaerfall,waetrfall,watrefall,watefrall,waterafll,waterflal,wqaterfall,qwaterfall,awaterfall,wsaterfall,swaterfall,weaterfall,ewaterfall,waqterfall,wawterfall,wasterfall,wazterfall,wzaterfall,watrerfall,warterfall,watferfall,wafterfall,watgerfall,wagterfall,watyerfall,wayterfall,watewrfall,watwerfall,watesrfall,watserfall,watedrfall,watderfall,waterefall,waterdfall,watefrfall,watertfall,watetrfall,waterfdall,waterfrall,waterftall,waterfgall,watergfall,waterfvall,watervfall,waterfcall,watercfall,waterfaqll,waterfqall,waterfawll,waterfwall,waterfasll,waterfsall,waterfazll,waterfzall,waterfalkl,waterfakll,waterfalol,waterfaoll,waterfalpl,waterfapll,waterfallk,waterfallo,waterfallp,wate,water,waterf,waterfa,,water f,water fa,water fal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51,ANIMAL,whale,hale,wale,whle,whae,whal,wwhale,whhale,whaale,whalle,whalee,w hale,wh ale,wha le,whal e,hwale,wahle,whlae,whael,wqhale,qwhale,wahale,awhale,wshale,swhale,wehale,ewhale,whgale,wghale,whbale,wbhale,whnale,wnhale,whjale,wjhale,whuale,wuhale,whyale,wyhale,whaqle,whqale,whawle,whwale,whasle,whsale,whazle,whzale,whalke,whakle,whaloe,whaole,whalpe,whaple,whalew,whalwe,whales,whalse,whaled,whalde,whaler,whalre,wha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,21,OBJECT,whisk,hisk,wisk,whsk,whik,whis,wwhisk,whhisk,whiisk,whissk,whiskk,w hisk,wh isk,whi sk,whis k,hwisk,wihsk,whsik,whiks,wqhisk,qwhisk,wahisk,awhisk,wshisk,swhisk,wehisk,ewhisk,whgisk,wghisk,whbisk,wbhisk,whnisk,wnhisk,whjisk,wjhisk,whuisk,wuhisk,whyisk,wyhisk,whiusk,whijsk,whiksk,whkisk,whiosk,whoisk,whiswk,whiwsk,whisak,whiask,whiszk,whizsk,whisxk,whixsk,whisdk,whidsk,whisek,whiesk,whiskm,whismk,whiskj,whisjk,whiski,whisik,whisko,whisok,whiskl,whislk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
